0.0	0.02	1.0	1.8	1.0	0.0085	9.0964	2.0577	100000.0
0.0673	0.0133	0.1151	1.2	0.1151	0.0735	2.1522	0.1152	9879.3968
0.112	100.0	1.0	0.01	0.1151	0.0735	2.1522	0.1152	6716.248
0.1292	-0.445	1.9856	2.0	0.2285	0.037	3.4	0.2875	3788.9174
